codigo_postal,Income_Range,V_PROFESSION_CD,V_SEX,N_COLL_SCHOLARSHIP_LEVEL,EDAD,ID,AGEB
20303,2,6.0,1.0,3,23,8044,006-6
22810,3,26.0,2.0,5,25,8046,764-4
86000,3,32.0,2.0,5,25,8047,126-1
87020,2,6.0,2.0,5,46,8049,077-4
56343,3,2.0,1.0,4,37,8050,096-1
92830,3,20.0,1.0,4,61,8051,062-4
45180,2,6.0,1.0,4,22,8052,409-4
92370,3,32.0,1.0,5,25,8054,027-9
78436,2,6.0,1.0,5,20,8055,087-2
86760,4,1.0,1.0,5,37,8056,055-2
91020,1,6.0,1.0,4,61,8057,111-A
58000,2,2.0,1.0,5,26,8058,032-5
66100,2,6.0,1.0,5,21,8059,057-9
72130,2,1.0,1.0,3,21,8062,337-0
64619,2,,1.0,5,20,8063,353-6
95460,4,1.0,2.0,5,24,8064,009-0
45410,4,6.0,2.0,5,26,8065,191-0
85850,3,6.0,2.0,5,37,8066,156-9
58115,2,6.0,2.0,3,20,8068,309-0
22245,4,6.0,1.0,5,26,8069,773-5
31146,2,2.0,2.0,4,43,8070,584-7
67300,4,6.0,2.0,5,26,8072,047-2
84230,3,6.0,1.0,5,56,8073,057-A
84620,3,32.0,1.0,5,25,8075,029-5
91130,2,6.0,1.0,5,21,8077,113-9
78433,2,1.0,2.0,5,22,8078,126-4
72760,2,28.0,2.0,5,30,8079,038-0
22234,3,6.0,1.0,1,20,8080,191-4
86060,4,28.0,2.0,5,25,8081,154-3
86280,4,32.0,2.0,5,25,8082,100-7
72000,2,1.0,1.0,5,25,8083,041-2
82134,2,6.0,1.0,4,26,8084,263-3
47120,3,6.0,1.0,5,22,8086,038-9
79610,1,32.0,2.0,5,26,8087,021-A
75853,1,6.0,2.0,5,24,8088,053-5
66460,4,20.0,1.0,2,63,8090,097-9
86270,4,25.0,1.0,5,39,8092,213-2
45200,3,26.0,1.0,5,21,8094,695-5
84620,3,6.0,2.0,5,24,8098,029-5
66473,3,6.0,2.0,5,21,8099,137-5
90460,2,24.0,2.0,5,24,8100,006-0
83240,3,6.0,2.0,5,40,8102,569-8
44950,2,6.0,2.0,5,27,8104,333-6
20235,2,6.0,1.0,5,23,8105,207-0
97219,3,24.0,1.0,5,35,8106,224-A
96380,2,5.0,2.0,4,23,8109,104-2
36200,3,32.0,2.0,5,28,8110,008-1
22410,1,6.0,1.0,3,21,8111,327-2
72070,4,6.0,1.0,5,23,8113,422-2
20264,2,6.0,1.0,3,23,8115,285-0
74160,1,6.0,2.0,1,58,8117,004-4
88730,1,6.0,2.0,3,21,8118,377-A
32697,4,9.0,1.0,5,23,8119,464-A
49000,2,6.0,2.0,4,22,8120,004-5
36740,3,2.0,1.0,5,54,8121,060-4
45110,6,20.0,2.0,5,56,8124,115-5
92853,2,6.0,1.0,3,20,8125,074-7
86400,4,32.0,2.0,5,26,8126,076-0
58190,3,9.0,1.0,5,25,8127,203-5
25170,4,6.0,1.0,5,32,8128,159-A
75480,3,6.0,2.0,3,30,8129,055-A
83600,3,26.0,1.0,5,32,8130,144-3
78140,2,6.0,1.0,4,21,8135,017-2
23477,2,6.0,2.0,3,20,8136,253-0
82127,1,6.0,1.0,5,21,8138,097-6
76140,3,1.0,2.0,5,46,8139,344-A
64349,4,6.0,2.0,5,26,8140,527-A
24020,3,28.0,1.0,5,33,8142,110-5
22000,3,6.0,1.0,3,22,8143,005-1
67130,2,6.0,2.0,5,30,8144,018-1
45525,3,6.0,1.0,5,25,8146,260-6
97270,4,32.0,2.0,5,24,8147,532-9
45300,2,20.0,1.0,3,23,8148,031-0
37299,1,6.0,2.0,2,44,8149,392-8
76902,2,24.0,2.0,4,21,8150,011-9
37408,1,6.0,2.0,3,23,8153,285-A
77724,3,9.0,2.0,3,22,8154,097-4
86250,5,32.0,1.0,5,24,8155,065-3
38260,2,5.0,1.0,4,20,8157,009-4
20300,3,24.0,1.0,5,26,8158,012-1
37100,6,6.0,1.0,5,30,8161,211-6
76100,4,6.0,1.0,5,26,8162,268-7
21395,2,6.0,1.0,5,30,8163,587-6
76116,1,1.0,2.0,2,21,8165,124-6
67183,3,6.0,1.0,4,30,8166,081-5
86270,4,9.0,1.0,5,31,8167,244-8
98471,3,6.0,1.0,5,21,8168,156-3
85050,1,6.0,1.0,5,21,8169,278-8
86400,5,6.0,1.0,4,45,8171,079-4
77500,6,2.0,2.0,6,50,8172,044-0
76900,2,6.0,2.0,3,21,8173,024-6
44390,2,6.0,2.0,3,26,8174,376-4
58210,1,6.0,1.0,5,22,8175,026-A
58430,2,6.0,1.0,2,36,8176,002-7
99150,1,6.0,1.0,4,26,8178,241-2
58337,2,9.0,1.0,5,25,8179,329-8
95870,5,24.0,1.0,5,37,8180,026-A
38200,3,6.0,1.0,4,51,8181,005-7
38900,6,9.0,1.0,8,35,8184,145-5
94470,2,6.0,2.0,3,22,8185,031-3
83288,3,6.0,2.0,5,38,8187,696-3
36783,2,33.0,1.0,3,22,8188,102-A
48343,1,9.0,2.0,5,19,8189,158-4
83550,2,6.0,2.0,5,22,8191,224-0
36040,2,7.0,2.0,5,26,8192,082-A
37235,3,6.0,1.0,2,22,8195,161-6
31100,2,6.0,2.0,5,24,8196,285-7
76134,3,6.0,1.0,5,24,8197,222-5
86126,1,7.0,1.0,5,21,8198,168-5
85160,2,6.0,2.0,3,35,8199,078-1
32573,2,5.0,2.0,5,27,8201,282-1
27110,2,26.0,1.0,4,25,8202,329-1
22850,4,6.0,1.0,2,20,8203,790-7
77519,2,6.0,1.0,3,26,8204,388-8
38160,2,20.0,2.0,1,58,8205,004-3
96536,3,6.0,1.0,4,27,8206,173-3
73310,3,6.0,1.0,5,40,8207,018-1
25296,2,24.0,1.0,4,24,8208,213-6
76903,1,26.0,1.0,5,22,8209,048-1
96980,2,6.0,1.0,4,25,8211,099-0
64344,1,6.0,1.0,4,20,8212,423-3
66369,2,6.0,1.0,5,20,8213,122-3
72750,2,6.0,1.0,5,21,8214,008-A
45590,2,6.0,2.0,4,21,8215,116-7
22000,2,5.0,2.0,3,23,8216,292-7
45655,3,26.0,1.0,3,20,8217,086-7
94295,4,6.0,2.0,5,35,8218,008-9
76138,2,24.0,1.0,5,29,8221,180-A
83630,4,6.0,1.0,4,21,8222,229-7
83280,3,26.0,1.0,5,24,8223,615-A
21240,2,6.0,1.0,3,20,8225,026-9
76087,4,6.0,1.0,5,27,8227,367-0
58089,3,6.0,2.0,5,35,8228,137-6
85038,2,2.0,2.0,5,44,8231,203-A
22710,3,6.0,1.0,3,21,8232,047-2
72210,2,6.0,2.0,3,42,8233,336-6
45640,2,29.0,1.0,4,30,8234,135-2
44760,3,6.0,2.0,5,30,8235,524-3
44390,2,6.0,2.0,5,21,8237,286-A
97302,3,13.0,2.0,5,34,8238,646-9
67300,5,6.0,1.0,5,26,8239,047-2
89317,2,9.0,1.0,5,24,8240,127-9
22253,1,24.0,2.0,4,22,8241,805-7
97370,1,6.0,2.0,4,20,8242,062-A
91779,2,9.0,2.0,5,29,8244,123-5
24085,4,2.0,1.0,5,20,8245,143-A
23406,1,6.0,1.0,3,22,8246,294-A
97970,3,6.0,2.0,4,27,8247,061-2
66052,6,20.0,1.0,1,66,8248,053-7
25000,2,6.0,2.0,3,21,8249,023-3
91120,3,6.0,1.0,5,22,8250,050-1
80295,2,6.0,1.0,2,20,8251,383-1
76138,2,6.0,2.0,5,21,8252,177-8
94450,1,6.0,2.0,8,24,8253,006-6
96610,4,6.0,2.0,4,67,8254,017-7
82400,4,6.0,2.0,5,33,8256,067-A
96056,3,10.0,1.0,5,35,8258,014-5
37570,2,6.0,1.0,5,22,8259,399-A
44290,4,2.0,2.0,5,29,8260,480-9
27000,3,9.0,1.0,5,34,8261,141-6
45403,2,5.0,1.0,4,26,8263,144-6
33815,3,6.0,2.0,4,20,8265,112-1
22667,2,24.0,1.0,3,31,8268,776-9
79660,4,2.0,2.0,3,38,8269,017-5
84000,3,6.0,1.0,2,29,8270,024-8
64760,2,6.0,1.0,5,62,8272,418-2
73680,1,6.0,2.0,3,21,8274,016-5
67250,3,6.0,2.0,3,22,8275,028-5
22215,2,1.0,1.0,3,28,8276,583-2
45400,4,6.0,1.0,4,25,8277,188-9
58116,2,6.0,1.0,5,21,8278,224-7
66359,2,6.0,1.0,5,20,8279,146-9
32690,2,20.0,1.0,2,62,8280,181-9
80430,3,6.0,1.0,4,21,8281,617-9
31137,1,6.0,2.0,5,20,8282,536-8
45066,3,2.0,2.0,5,29,8283,562-2
45030,6,2.0,1.0,5,25,8285,581-5
89600,2,6.0,1.0,4,27,8287,018-6
89450,2,24.0,2.0,5,20,8288,075-8
22056,2,2.0,1.0,5,24,8289,146-9
96056,1,9.0,1.0,5,22,8290,014-5
85090,4,2.0,1.0,5,69,8292,202-5
66649,3,6.0,1.0,3,22,8294,036-7
89556,2,24.0,2.0,5,20,8295,103-1
38500,2,6.0,1.0,2,26,8296,028-1
81257,3,6.0,2.0,5,26,8297,317-8
94340,2,6.0,1.0,3,21,8298,033-6
99054,4,24.0,2.0,5,24,8299,200-3
91500,3,6.0,2.0,5,25,8301,008-5
76900,2,6.0,1.0,5,22,8303,009-1
37295,2,6.0,1.0,2,20,8304,329-4
23400,4,6.0,1.0,5,25,8305,079-9
64780,3,6.0,2.0,4,20,8307,472-7
20298,4,2.0,1.0,5,27,8308,405-8
42094,4,6.0,1.0,5,28,8309,218-8
26070,3,1.0,1.0,3,38,8310,150-9
63735,3,6.0,1.0,2,20,8311,120-9
86570,5,20.0,2.0,2,49,8312,123-3
20170,1,28.0,2.0,5,30,8313,321-9
83180,2,5.0,1.0,5,26,8314,553-7
74160,4,6.0,1.0,4,68,8315,005-9
45200,2,6.0,1.0,5,27,8318,389-5
89606,2,6.0,1.0,1,55,8319,124-A
44500,4,6.0,2.0,5,37,8321,564-8
76137,4,5.0,1.0,5,23,8322,354-3
97302,3,24.0,1.0,6,29,8323,646-9
78380,3,8.0,1.0,3,22,8326,375-A
83479,1,25.0,1.0,4,26,8327,346-A
37520,2,6.0,2.0,4,20,8328,113-7
44870,3,7.0,1.0,4,22,8329,261-A
44990,2,6.0,2.0,3,21,8330,354-8
89606,2,6.0,1.0,2,21,8331,125-4
76150,5,6.0,1.0,5,25,8332,121-2
45590,2,6.0,2.0,4,20,8335,120-3
94557,3,2.0,1.0,5,22,8336,058-0
88680,3,1.0,1.0,3,56,8337,139-8
23088,1,6.0,1.0,5,21,8338,504-5
47870,1,6.0,1.0,3,21,8340,020-A
98471,2,6.0,2.0,4,20,8341,153-A
32674,3,15.0,1.0,5,45,8342,472-4
27087,2,6.0,1.0,4,25,8343,056-4
20196,2,6.0,1.0,5,21,8344,375-5
66600,4,20.0,1.0,3,64,8345,010-2
44810,2,6.0,1.0,5,35,8347,171-5
86108,4,26.0,2.0,5,21,8349,156-2
97000,2,6.0,1.0,4,23,8350,050-6
21350,4,6.0,1.0,5,25,8352,484-4
22100,1,6.0,1.0,3,63,8353,045-6
77536,2,5.0,2.0,5,23,8354,082-6
83750,4,13.0,2.0,2,40,8357,109-3
45602,2,6.0,1.0,5,24,8358,307-4
48290,2,5.0,2.0,5,21,8360,201-2
45595,2,9.0,1.0,5,23,8361,122-2
72490,2,6.0,1.0,2,25,8363,554-0
24350,3,38.0,1.0,2,20,8367,051-7
24110,3,6.0,2.0,5,23,8370,109-A
32575,3,6.0,1.0,4,24,8373,768-2
91000,3,6.0,1.0,5,32,8374,015-A
84620,3,6.0,1.0,3,50,8375,029-5
68300,3,6.0,1.0,5,31,8377,005-6
91020,2,6.0,1.0,4,22,8378,010-7
35015,2,1.0,1.0,5,24,8379,197-8
44190,4,6.0,1.0,5,24,8380,215-A
48290,2,1.0,1.0,5,21,8381,201-2
55430,4,20.0,1.0,4,74,8382,036-6
76121,3,1.0,2.0,5,21,8383,212-1
75720,3,2.0,1.0,5,32,8384,111-A
82099,3,15.0,1.0,5,21,8385,156-5
72227,2,6.0,2.0,5,22,8389,506-1
78437,2,6.0,1.0,4,21,8390,069-4
86761,3,6.0,2.0,4,25,8391,042-5
45655,2,6.0,2.0,2,26,8392,243-5
91712,3,6.0,1.0,3,21,8393,022-2
44270,3,6.0,2.0,5,29,8394,114-7
37545,2,6.0,1.0,3,20,8397,236-6
66490,2,6.0,1.0,4,48,8399,126-7
78398,3,6.0,2.0,2,37,8401,324-7
45685,2,6.0,2.0,3,27,8403,123-6
91017,4,26.0,2.0,5,30,8404,124-7
22785,3,6.0,1.0,3,28,8405,968-9
79020,4,2.0,2.0,5,54,8406,101-7
44820,2,6.0,1.0,2,23,8407,509-9
44820,3,6.0,1.0,5,22,8408,509-9
25088,3,6.0,1.0,3,21,8412,440-A
44630,4,6.0,2.0,5,29,8416,029-5
31125,2,1.0,1.0,3,23,8417,587-0
64630,4,6.0,2.0,5,27,8418,162-9
44980,2,2.0,2.0,5,22,8420,378-3
58280,3,6.0,1.0,4,27,8421,194-4
32573,2,6.0,1.0,5,20,8422,520-5
87070,3,9.0,1.0,5,23,8423,195-0
64788,2,6.0,2.0,3,21,8424,471-2
45530,3,5.0,1.0,4,25,8426,186-2
94420,3,6.0,1.0,5,36,8427,011-2
36615,2,6.0,1.0,3,21,8428,094-7
44750,1,1.0,1.0,2,20,8429,147-1
77400,1,6.0,2.0,2,26,8431,022-A
23030,3,6.0,1.0,3,20,8433,320-8
76116,3,24.0,1.0,5,27,8434,379-3
45640,2,6.0,2.0,2,22,8435,213-4
91808,1,6.0,1.0,2,34,8439,309-1
45570,1,20.0,1.0,4,62,8440,217-A
32563,3,6.0,1.0,5,28,8441,229-1
45130,2,24.0,2.0,5,20,8442,186-5
74160,2,6.0,1.0,2,19,8443,024-1
44700,2,6.0,2.0,5,20,8444,563-3
72310,3,6.0,1.0,5,20,8445,560-6
45406,2,6.0,2.0,3,23,8446,064-5
96535,2,20.0,2.0,3,31,8448,187-5
83170,2,4.0,1.0,6,28,8449,532-5
90160,3,6.0,2.0,3,20,8450,019-6
77518,3,6.0,1.0,5,26,8451,358-7
66369,3,20.0,1.0,4,62,8453,126-1
36590,3,20.0,1.0,2,71,8454,123-5
22125,4,6.0,1.0,5,25,8455,419-6
22210,2,6.0,2.0,5,20,8456,250-3
67112,3,6.0,2.0,2,22,8458,248-9
45403,1,25.0,2.0,2,20,8459,203-5
22420,4,5.0,2.0,5,24,8460,013-6
44810,3,6.0,2.0,5,23,8461,513-5
76085,3,6.0,2.0,5,26,8462,300-7
64780,4,2.0,1.0,5,70,8463,218-6
86400,2,26.0,1.0,2,21,8464,068-6
76150,3,6.0,2.0,3,32,8465,113-8
44760,3,6.0,1.0,4,22,8466,527-7
48300,3,1.0,1.0,3,31,8467,168-8
84000,1,20.0,1.0,3,74,8469,094-3
85136,3,6.0,1.0,3,21,8471,330-5
77524,2,7.0,2.0,2,31,8472,024-3
22610,2,6.0,1.0,4,25,8473,299-9
29960,3,9.0,1.0,5,36,8476,060-9
28984,3,1.0,2.0,5,24,8477,099-8
86080,2,21.0,1.0,2,19,8479,014-0
36700,2,6.0,1.0,2,20,8480,013-A
96566,1,2.0,1.0,5,20,8482,110-8
72100,3,6.0,2.0,5,34,8483,313-5
88703,2,6.0,1.0,2,41,8484,352-A
78120,3,6.0,1.0,5,29,8485,354-8
25716,4,6.0,1.0,6,43,8487,045-5
72490,1,6.0,2.0,4,21,8488,554-0
45623,3,24.0,2.0,5,27,8489,157-6
91700,2,6.0,2.0,4,25,8490,030-7
91697,4,6.0,1.0,2,35,8491,082-4
45530,2,6.0,2.0,3,21,8492,118-6
72170,3,6.0,1.0,5,21,8493,306-5
80290,1,24.0,1.0,3,20,8494,387-A
74120,3,6.0,1.0,4,24,8497,054-8
94542,3,6.0,1.0,3,26,8499,085-8
72590,2,6.0,2.0,3,20,8500,179-8
45613,3,6.0,1.0,4,39,8501,287-5
43860,5,6.0,1.0,4,40,8502,013-6
76087,2,6.0,2.0,4,39,8503,367-0
31137,2,6.0,2.0,5,40,8504,616-9
76750,1,2.0,1.0,5,68,8505,023-5
21290,4,6.0,1.0,5,23,8506,465-1
93600,2,6.0,1.0,4,43,8507,097-6
86500,1,21.0,2.0,5,20,8508,081-8
97970,1,6.0,1.0,2,23,8509,065-0
73900,4,6.0,1.0,5,29,8510,012-5
72450,2,6.0,2.0,5,47,8511,321-A
84620,3,6.0,1.0,4,22,8514,029-5
83550,2,6.0,1.0,3,21,8518,224-0
59610,3,5.0,1.0,5,44,8519,041-4
45010,2,6.0,1.0,5,29,8520,286-3
91157,1,5.0,1.0,5,22,8521,173-0
37900,4,2.0,1.0,5,29,8522,042-3
80020,4,6.0,1.0,5,26,8523,398-8
47180,1,6.0,1.0,2,34,8524,088-6
45623,2,25.0,1.0,4,23,8525,182-4
63197,3,6.0,1.0,5,25,8526,076-0
48340,2,6.0,2.0,3,20,8527,253-A
88935,1,7.0,2.0,3,24,8530,118-3
86280,3,26.0,1.0,5,26,8531,100-7
93610,5,6.0,2.0,5,22,8532,108-6
77500,2,1.0,2.0,5,24,8533,064-8
44820,3,6.0,2.0,3,32,8535,510-1
32618,5,6.0,1.0,5,41,8536,211-1
77600,4,6.0,1.0,6,32,8538,005-1
90670,4,6.0,1.0,5,25,8539,002-2
37340,2,5.0,1.0,5,20,8541,047-8
44250,4,6.0,1.0,5,24,8542,392-3
27250,4,5.0,1.0,5,25,8543,205-8
22235,1,6.0,1.0,5,21,8544,454-8
21323,3,6.0,1.0,5,21,8545,696-3
32685,2,8.0,2.0,5,31,8546,246-5
76824,1,20.0,1.0,2,67,8547,082-5
64800,3,6.0,2.0,5,23,8548,275-4
83178,4,6.0,2.0,5,28,8549,564-5
28219,1,24.0,2.0,6,41,8550,109-8
91808,4,6.0,1.0,3,28,8551,309-1
80054,3,2.0,1.0,5,61,8553,432-7
77400,2,36.0,1.0,2,20,8554,021-5
22785,2,6.0,2.0,5,20,8555,801-7
93996,4,6.0,2.0,5,28,8558,041-0
91120,3,6.0,2.0,5,23,8559,050-1
46470,3,6.0,1.0,3,21,8561,016-1
83479,2,6.0,1.0,5,19,8562,198-0
32575,1,37.0,1.0,5,22,8563,768-2
45400,4,8.0,1.0,5,30,8564,192-5
72560,2,15.0,1.0,3,20,8565,474-A
67250,2,6.0,2.0,4,21,8567,028-5
37510,3,24.0,1.0,3,40,8568,131-5
45598,3,5.0,2.0,5,32,8569,275-2
31300,3,6.0,1.0,4,26,8570,519-4
58147,3,9.0,1.0,5,28,8571,346-1
25110,2,20.0,2.0,5,35,8572,573-2
94300,2,6.0,1.0,5,29,8573,019-6
44980,3,6.0,1.0,5,27,8575,553-A
96270,4,6.0,1.0,3,30,8576,013-5
77710,4,5.0,1.0,5,38,8577,004-8
72227,2,1.0,1.0,3,28,8580,617-8
81238,1,2.0,2.0,3,22,8581,124-1
77710,2,24.0,1.0,5,28,8582,004-8
31590,3,6.0,1.0,5,29,8584,203-4
75718,3,11.0,1.0,3,69,8586,144-4
76150,3,6.0,1.0,5,23,8587,121-2
86680,4,32.0,2.0,5,34,8588,024-9
45402,2,6.0,1.0,5,22,8589,086-1
83220,2,6.0,1.0,5,19,8590,769-4
83115,3,6.0,1.0,5,25,8591,538-2
68340,1,6.0,1.0,3,28,8592,039-5
23473,2,6.0,2.0,3,19,8593,172-5
22813,2,6.0,2.0,3,21,8594,767-8
37358,2,24.0,1.0,4,22,8595,576-5
96386,2,6.0,1.0,3,29,8596,091-3
81270,2,6.0,1.0,5,24,8597,326-7
88730,2,6.0,1.0,4,25,8598,377-A
46400,4,6.0,2.0,5,25,8599,037-1
36970,2,6.0,1.0,3,51,8600,005-9
22710,2,6.0,2.0,2,26,8601,047-2
91726,1,20.0,1.0,3,62,8602,223-3
45610,3,6.0,2.0,5,25,8603,126-0
84620,3,6.0,1.0,4,19,8604,029-5
47120,1,6.0,2.0,4,20,8605,032-1
94970,3,6.0,1.0,3,27,8606,023-7
98090,2,6.0,1.0,4,26,8607,112-7
37299,3,6.0,1.0,5,21,8608,463-A
91700,6,6.0,2.0,5,35,8612,020-3
94274,1,1.0,1.0,5,19,8614,041-2
33827,3,5.0,2.0,3,20,8617,134-8
80058,3,32.0,1.0,5,25,8618,430-8
85425,2,6.0,1.0,4,21,8619,296-A
86126,2,6.0,2.0,3,27,8620,159-6
99170,3,6.0,1.0,5,24,8621,360-3
44220,3,1.0,1.0,5,27,8622,035-0
79020,2,6.0,1.0,8,33,8624,176-5
91713,1,31.0,2.0,5,20,8625,060-8
96980,2,7.0,1.0,4,41,8626,091-4
45130,4,6.0,1.0,3,29,8628,565-6
66460,2,2.0,2.0,5,21,8630,129-0
20908,6,6.0,2.0,6,33,8631,061-8
24050,2,28.0,2.0,5,25,8633,061-A
22416,3,5.0,1.0,5,26,8634,324-9
20030,4,5.0,1.0,5,22,8635,037-5
91100,4,4.0,1.0,1,44,8636,158-6
20298,6,6.0,1.0,5,25,8637,383-A
86019,2,6.0,1.0,2,21,8638,227-4
87090,3,6.0,2.0,5,32,8639,098-6
76116,2,6.0,2.0,4,21,8641,124-6
84063,1,6.0,1.0,4,52,8642,112-3
22055,3,7.0,1.0,4,23,8643,021-0
75855,2,29.0,1.0,2,32,8645,170-7
23477,2,6.0,1.0,3,19,8646,136-9
72900,3,6.0,2.0,2,23,8647,095-9
31210,3,25.0,1.0,5,26,8649,493-8
28000,2,6.0,2.0,5,20,8650,126-5
37547,2,24.0,1.0,5,20,8652,333-0
76110,2,6.0,1.0,3,24,8653,148-1
90160,2,6.0,2.0,5,25,8655,001-6
27110,1,20.0,2.0,5,69,8657,259-4
32668,3,6.0,1.0,5,25,8658,442-3
33080,4,6.0,1.0,3,35,8659,038-4
78395,3,6.0,1.0,5,27,8660,109-6
44210,3,6.0,1.0,5,25,8662,477-7
62820,2,6.0,1.0,5,24,8663,011-3
98615,2,6.0,1.0,3,20,8664,085-A
44290,5,2.0,1.0,3,23,8665,480-9
65500,3,5.0,1.0,5,19,8666,029-5
38400,3,27.0,1.0,2,34,8667,056-4
67190,2,6.0,1.0,3,21,8669,162-0
83170,3,5.0,1.0,3,22,8671,250-9
86761,3,37.0,2.0,5,28,8672,042-5
76230,1,21.0,1.0,5,19,8673,373-6
86200,3,9.0,1.0,5,35,8674,009-7
44670,3,6.0,1.0,5,26,8675,445-7
22810,2,6.0,1.0,3,31,8676,974-4
34000,3,5.0,1.0,5,24,8677,029-9
23400,2,6.0,1.0,5,20,8678,079-9
91300,3,36.0,1.0,5,25,8682,004-6
96566,1,6.0,1.0,3,24,8683,110-8
64988,3,6.0,2.0,5,23,8684,295-1
92880,3,6.0,1.0,2,21,8685,033-8
72490,4,20.0,1.0,2,61,8687,407-8
89603,3,6.0,1.0,5,27,8688,207-4
72530,3,6.0,1.0,5,24,8689,376-0
86640,3,9.0,2.0,5,30,8691,051-9
22785,2,6.0,1.0,4,23,8692,190-8
66422,2,2.0,1.0,4,57,8695,046-6
45070,4,6.0,1.0,5,30,8696,442-7
99054,2,6.0,2.0,3,45,8698,057-7
44987,2,6.0,1.0,4,19,8699,465-4
23085,1,6.0,1.0,2,23,8700,407-0
44190,3,24.0,1.0,5,27,8701,213-0
22476,3,4.0,1.0,6,32,8702,593-6
76114,2,6.0,2.0,4,29,8703,219-3
67180,3,6.0,1.0,5,20,8704,238-5
76148,2,6.0,1.0,3,20,8705,199-4
83240,4,2.0,1.0,5,27,8706,569-8
45640,3,6.0,1.0,2,50,8707,250-5
87027,3,26.0,1.0,5,23,8708,067-0
80197,3,6.0,2.0,5,27,8709,695-9
88700,3,20.0,1.0,1,61,8711,291-1
32651,2,6.0,1.0,5,29,8712,176-8
20304,2,6.0,2.0,4,38,8715,007-0
86200,2,20.0,2.0,5,33,8717,009-7
96270,3,9.0,1.0,5,25,8718,013-5
91808,2,6.0,1.0,4,25,8720,308-7
93160,4,6.0,1.0,5,27,8721,022-3
23085,1,6.0,1.0,3,21,8722,407-0
86690,3,6.0,1.0,3,24,8723,020-0
85050,3,43.0,1.0,5,52,8724,099-3
78394,3,1.0,2.0,3,23,8725,456-5
99050,1,6.0,2.0,5,20,8726,285-5
66054,2,6.0,1.0,2,27,8727,023-6
59960,1,6.0,2.0,3,21,8728,011-3
66644,3,2.0,1.0,3,20,8729,166-6
44240,2,1.0,1.0,3,21,8730,495-5
22819,2,6.0,1.0,3,29,8731,101-A
94430,2,6.0,2.0,3,30,8732,010-3
72040,3,6.0,1.0,5,26,8735,421-8
38080,2,2.0,2.0,5,21,8736,068-8
86690,1,26.0,1.0,2,41,8737,032-3
96980,1,6.0,1.0,1,36,8738,091-4
45069,3,6.0,2.0,2,23,8740,350-3
66490,2,13.0,2.0,3,20,8741,034-3
31370,3,7.0,1.0,5,24,8742,525-A
44840,2,25.0,1.0,3,28,8744,266-2
72590,2,26.0,1.0,5,25,8745,660-4
49300,1,5.0,2.0,5,24,8746,004-6
66350,3,6.0,2.0,5,19,8747,089-9
22790,2,1.0,2.0,4,44,8748,850-0
77516,2,6.0,2.0,5,19,8749,148-7
72498,2,2.0,1.0,3,22,8750,613-A
66420,3,6.0,2.0,5,20,8751,093-0
92370,3,6.0,2.0,5,24,8752,027-9
77517,2,6.0,2.0,3,23,8753,357-2
72140,3,6.0,1.0,5,24,8754,348-9
90491,2,6.0,1.0,2,23,8755,006-3
21160,2,7.0,1.0,5,20,8756,385-0
96400,3,2.0,2.0,5,25,8757,014-8
72307,2,6.0,1.0,5,19,8758,167-5
22506,2,6.0,2.0,3,21,8760,156-2
45200,2,6.0,1.0,5,22,8762,695-5
77536,3,6.0,1.0,5,21,8763,180-5
44950,3,4.0,2.0,5,26,8765,333-6
44250,1,6.0,1.0,3,19,8766,438-7
93600,3,6.0,2.0,5,24,8767,068-A
76116,3,4.0,1.0,6,21,8768,124-6
64344,5,24.0,1.0,5,30,8769,423-3
91697,2,6.0,1.0,3,24,8770,082-4
28864,2,26.0,1.0,3,20,8771,111-5
80058,2,6.0,1.0,3,20,8772,430-8
61650,2,6.0,1.0,3,30,8774,036-5
96536,3,1.0,1.0,5,22,8775,146-6
45069,2,6.0,1.0,3,21,8776,350-3
40054,3,6.0,1.0,5,25,8777,053-0
28047,3,6.0,2.0,3,21,8778,057-2
22105,3,26.0,1.0,5,30,8780,339-5
38980,2,5.0,1.0,3,26,8781,025-1
45020,4,6.0,2.0,5,24,8782,242-0
22940,4,4.0,1.0,5,28,8783,994-1
89316,2,7.0,1.0,3,26,8786,087-2
24085,2,6.0,2.0,3,20,8787,143-A
72490,6,6.0,2.0,5,20,8789,417-1
76180,4,1.0,2.0,5,31,8790,052-8
94150,2,5.0,1.0,2,37,8791,004-9
40080,2,6.0,1.0,2,28,8792,068-7
64100,2,6.0,2.0,5,20,8794,449-8
45140,2,6.0,1.0,2,21,8795,269-A
22224,3,9.0,1.0,3,36,8796,568-8
89519,6,6.0,1.0,5,22,8797,107-A
88295,4,29.0,1.0,5,34,8798,254-0
76118,3,6.0,2.0,5,27,8802,388-2
78109,2,6.0,2.0,3,36,8803,178-7
22897,2,6.0,2.0,5,19,8804,977-8
88295,2,6.0,1.0,5,23,8805,166-5
21387,2,1.0,2.0,3,27,8806,652-0
97000,2,6.0,1.0,5,37,8808,060-A
45655,3,6.0,1.0,4,19,8809,086-7
37520,2,20.0,1.0,4,55,8810,109-0
44700,2,6.0,1.0,5,21,8811,050-5
45402,2,6.0,2.0,3,23,8812,086-1
45200,2,6.0,1.0,3,23,8814,695-5
37353,2,2.0,1.0,5,48,8815,228-1
86090,3,24.0,1.0,4,20,8816,193-3
91850,2,6.0,1.0,3,20,8817,180-3
21384,2,7.0,1.0,4,23,8818,706-9
44700,4,6.0,1.0,5,21,8819,050-5
45140,3,2.0,2.0,5,28,8820,098-A
94293,2,24.0,1.0,5,36,8821,080-1
